URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,is_alive
https://www.friendsofflorence.org,32,www.friendsofflorence.org,25,0,329,100.0,1.0,0.0799628,0.062433706,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,599,9381,1,friendsofflence,0.0,0.0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,9,39,41,88,0,74,1,True
https://www.calculquebec.ca,26,www.calculquebec.ca,19,0,950,100.0,1.0,0.0101825,0.055822534,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1075,8047,1,alulquebe,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26,6,8,77,0,82,1,True
https://wild-morning-5807.wasteroadmored.workers.dev/,53,wild-morning-5807.wasteroadmored.workers.dev,44,0,487,27.65555243,0.475,0.0009613,0.051994024,3,2,0,0,0.0,35,0.66,4,0.075,0,0,0,6,0.113,1,9,382473,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,True
https://www.meatopia.org,23,www.meatopia.org,16,0,329,100.0,1.0,0.0799628,0.072446774,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,179,1991,1,meatopia,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,2,7,1,0,31,1,True
https://www.wellfitandfed.com,28,www.wellfitandfed.com,21,0,219,100.0,1.0,0.5229071,0.053210598,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1013,21845,1,wellfitandfed,100.0,100.0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,36,16,20,41,0,59,1,True
https://www.shriswaminarayandivinemission.org,44,www.shriswaminarayandivinemission.org,37,0,329,100.0,1.0,0.0799628,0.059738977,3,1,0,0,0.0,31,0.705,0,0.0,0,0,0,1,0.023,1,450,1350,1,shriswaminarayandivinemission,100.0,100.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26,18,10,51,1,66,1,True
https://www.waverley.nsw.gov.au,30,www.waverley.nsw.gov.au,23,0,275,100.0,0.5625,0.0100856,0.049873877,2,3,0,0,0.0,15,0.5,0,0.0,0,0,0,3,0.1,1,1217,1090,1,wverleynswgov,0.0,0.0,1,0,1,0,0,0,0,5,0,1,1,1,0,0,1,0,1,14,4,15,185,4,188,1,True
https://www.ridiculousupside.com,31,www.ridiculousupside.com,24,0,219,100.0,1.0,0.5229071,0.057047293,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,4017,29678,1,ridiculousupside,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,1,65,4,14,106,0,181,1,True
https://www.eatwicked.com,24,www.eatwicked.com,17,0,219,100.0,1.0,0.5229071,0.062180014,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1179,9381,1,eatwicked,100.0,100.0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,16,28,48,104,13,127,1,True
https://www.dubairacingclub.com,30,www.dubairacingclub.com,23,0,219,100.0,1.0,0.5229071,0.055337218,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1684,8004,1,dubairacingclub,100.0,100.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,12,13,63,0,29,1,True
https://www.maxyawards.com,25,www.maxyawards.com,18,0,219,100.0,1.0,0.5229071,0.054790012,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,874,14417,1,maxyawards,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,11,4,16,42,1,10,1,True
https://www.sibirix.ru,21,www.sibirix.ru,14,0,73,100.0,1.0,0.0180132,0.049515385,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,624,9571,1,sibiix,0.0,0.0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,27,1,5,68,0,46,1,True
https://www.pinupinapack.com,27,www.pinupinapack.com,20,0,219,100.0,1.0,0.5229071,0.055392662,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1352,3956,1,pinupinapack,100.0,100.0,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,12,3,24,32,1,13,1,True
https://www.twardoch.com,23,www.twardoch.com,16,0,219,100.0,1.0,0.5229071,0.061396195,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,244,874,1,twardoch,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6,8,26,0,70,1,True
https://www.munchkinandbear.com.au,33,www.munchkinandbear.com.au,26,0,275,100.0,0.842105263,0.0100856,0.059384333,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,1,1126,1399,1,munchkinndbercom,0.0,0.0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,15,10,21,93,3,95,1,True
http://bancaonline0103.webcindario.com/home.php,47,bancaonline0103.webcindario.com,31,0,219,32.56402439,0.592592593,0.5229071,0.055015358,3,1,0,0,0.0,32,0.681,4,0.085,0,0,0,4,0.085,0,121,149,0,0,3.703703704,2.857142857,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,True
https://www.pinetreeweb.com,26,www.pinetreeweb.com,19,0,219,100.0,1.0,0.5229071,0.063848722,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,9233,8047,1,pinetreeweb,100.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,41,4,6,81,0,752,1,True
https://www.littleearthnest.com.au,33,www.littleearthnest.com.au,26,0,275,100.0,0.842105263,0.0100856,0.065104138,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,1,3066,13447,1,littleerthnestcom,0.0,0.0,1,1,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,153,9,26,208,0,130,1,True
https://www.invaderband.com,26,www.invaderband.com,19,0,219,100.0,1.0,0.5229071,0.058641281,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,7514,13831,1,invaderband,100.0,100.0,1,0,1,0,0,1,0,9,0,1,1,1,0,0,1,0,0,74,2,11,19,0,47,1,True
https://www.fotawildlife.ie,26,www.fotawildlife.ie,19,0,856,100.0,1.0,0.0015878,0.051893946,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1866,9381,1,fotawldlfe,0.0,0.0,1,1,1,0,0,1,0,2,1,1,1,1,0,0,1,0,0,59,38,57,183,1,176,1,True
https://www.getsuvolley.com,26,www.getsuvolley.com,19,0,219,100.0,1.0,0.5229071,0.056747172,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,3773,13558,1,getsuvolley,100.0,100.0,1,1,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,130,18,40,476,14,415,1,True
https://www.australiacloud.com.au,32,www.australiacloud.com.au,25,0,275,100.0,0.833333333,0.0100856,0.064105474,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,1600,29184,1,ustrlicloudcom,0.0,0.0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,20,26,42,151,1,167,1,True
https://www.questpaymentsystems.com,34,www.questpaymentsystems.com,27,0,219,100.0,1.0,0.5229071,0.056165568,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,522,2677,1,questpaymentsystems,100.0,100.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,18,5,6,0,0,10,1,True
http://www.freeguard.biz,23,www.freeguard.biz,17,0,727,74.14965986,1.0,0.0017975,0.052355053,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,2,33,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
https://www.rocoil.com.au,24,www.rocoil.com.au,17,0,275,100.0,0.7,0.0100856,0.076429819,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,418,342,1,rocoilcom,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,3,9,48,0,7,1,True
https://www.britishchambers.org.uk,33,www.britishchambers.org.uk,26,0,380,100.0,0.842105263,0.028555,0.054764678,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,1,1516,13106,1,britishchambersorg,0.0,0.0,1,0,1,0,0,1,0,2,1,1,0,1,1,0,0,0,1,5,2,8,176,4,90,1,True
https://www.louisemathewson.com,30,www.louisemathewson.com,23,0,219,100.0,1.0,0.5229071,0.064641187,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,685,13910,1,louisemathewson,100.0,100.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,5,1,6,9,0,22,1,True
https://www.simharl.com,22,www.simharl.com,15,0,219,100.0,1.0,0.5229071,0.062906129,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,920,9381,1,simharl,100.0,100.0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,13,9,14,51,0,69,1,True
https://www.prensalibre.com,26,www.prensalibre.com,19,0,219,100.0,1.0,0.5229071,0.06362491,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,3789,8047,1,prensalibre,100.0,100.0,1,1,1,1,0,1,0,3,0,1,1,1,0,0,1,0,0,103,0,16,368,3,386,1,True
http://www.beta.oneclick-beauty.com,35,www.beta.oneclick-beauty.com,28,0,219,54.76388889,0.45,0.5229071,0.061785038,3,2,0,0,0.0,21,0.6,0,0.0,0,0,0,3,0.086,0,15,200,1,betaoneclick-beauty,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
https://www.westwoodunitarian.ca,31,www.westwoodunitarian.ca,24,0,950,100.0,1.0,0.0101825,0.060193434,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1722,21386,1,westwoodunitarian,100.0,100.0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,19,53,42,250,2,254,1,True
https://royal-hall-4b6c.u84799i09929.workers.dev/,49,royal-hall-4b6c.u84799i09929.workers.dev,40,0,487,29.21341463,0.361111111,0.0009613,0.035000311,3,2,0,0,0.0,23,0.469,12,0.245,0,0,0,6,0.122,1,90,394,1,royal-hall-4b6cu84799i09929workers,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0,True
https://www.billcoxfurniture.com,31,www.billcoxfurniture.com,24,0,219,100.0,1.0,0.5229071,0.055225467,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1121,12451,1,billxfurniture,0.0,0.0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,52,24,18,79,1,82,1,True
https://www.brasparts.com,24,www.brasparts.com,17,0,219,100.0,1.0,0.5229071,0.061500506,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,238,626,1,brasparts,100.0,100.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,32,2,4,1,3,24,1,True
https://www.vserv.com,20,www.vserv.com,13,0,219,100.0,1.0,0.5229071,0.057759685,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,671,1689,1,vserv,100.0,100.0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,135,2,7,0,0,1,1,True
https://www.purplesquadsec.com,29,www.purplesquadsec.com,22,0,219,100.0,1.0,0.5229071,0.054384732,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,365,2980,1,purplesquadsec,100.0,100.0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,1,14,0,115,1,True
https://www.dka.at,17,www.dka.at,10,0,654,100.0,1.0,0.0038776,0.052291393,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,712,9186,1,dk,66.66666667,66.66666667,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,13,7,17,24,0,16,1,True
https://www.screamer-radio.com,29,www.screamer-radio.com,22,0,219,100.0,0.642857143,0.5229071,0.072640816,3,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,530,458,1,screamer-radio,100.0,100.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,7,65,0,4,1,True
https://www.bloodtestguide.info,30,www.bloodtestguide.info,23,0,713,100.0,1.0,0.0075051,0.054973681,4,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,226,265,1,bloodtestguide,100.0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,7,16,0,0,7,1,True
https://www.navigationmaster.com,31,www.navigationmaster.com,24,0,219,100.0,1.0,0.5229071,0.065673334,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,881,340,1,navigationmaster,100.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,7,9,43,0,52,1,True
https://www.fifacoin.com,23,www.fifacoin.com,16,0,219,100.0,1.0,0.5229071,0.064557145,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,3084,1056,1,fifain,0.0,0.0,1,0,1,1,1,1,0,5,0,1,1,1,1,0,1,0,1,18,9,25,70,1,13,1,True
https://www.kickitout.org,24,www.kickitout.org,17,0,329,100.0,1.0,0.0799628,0.058198404,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,855,5396,1,kickitout,100.0,100.0,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,16,64,36,101,0,13,1,True
https://apptuts.bio/detalhamentoluiza?gclid=eaiaiqobchmiqyiknqwx_qiv8hxuar0eugqpeaayaiaaegl61vd_bwe,99,apptuts.bio,11,0,463,13.38580197,1.0,7.27e-05,0.046030844,3,0,0,0,0.0,81,0.818,4,0.04,1,1,0,4,0.061,1,58,186,1,apptutsdetalhamentoluiza?gclid=eaiaiqobchmiqyiknqwx_qiv8hxuar0eugqpeaayaiaaegl61vd_bwe,0.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,8,3,0,4,0,True
http://ufgrlxaaax.hard4sewe.club/vnafvra97w/?q=3717065149&id=100,64,ufgrlxaaax.hard4sewe.club,25,0,372,14.30678936,0.6,0.0006227,0.030410437,4,1,0,0,0.0,33,0.516,16,0.25,2,1,0,5,0.125,0,9,72,1,ufgrlxaaaxhard4sewevnafvra97w?q=3717065149&id=100,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
https://www.raheja.com,21,www.raheja.com,14,0,219,100.0,1.0,0.5229071,0.064926071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,2614,492,1,raheja,100.0,100.0,1,1,1,1,0,1,0,3,0,1,1,1,0,0,0,0,1,174,10,12,94,9,127,1,True
https://www.kuriermobil.at,25,www.kuriermobil.at,18,0,654,100.0,1.0,0.0038776,0.058287088,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,342,184,1,kuriermobil,100.0,100.0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,9,3,8,5,0,7,1,True
https://www.ssmt-reviews.com,27,www.ssmt-reviews.com,20,0,219,100.0,0.666666667,0.5229071,0.060392704,3,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1679,9677,1,ssmt-reviews,100.0,100.0,0,0,1,0,0,1,66,0,0,1,1,1,0,1,1,0,1,52,11,34,244,0,261,1,True
https://www.bioparcodisicilia.it,31,www.bioparcodisicilia.it,24,0,411,100.0,1.0,0.012178,0.062867638,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,8541,26037,1,boparcodscla,0.0,0.0,0,1,1,0,0,1,0,15,0,1,1,1,0,0,1,0,1,54,65,132,164,18,109,1,True
https://www.wildviolet.net,25,www.wildviolet.net,18,0,240,100.0,1.0,0.0384199,0.054863062,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,446,3101,1,wildviolet,100.0,100.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,14,24,74,7,87,1,True
https://www.exotour.travel,25,www.exotour.travel,18,0,692,100.0,1.0,0.0001144,0.062179467,6,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1487,491,1,exotour,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,82,18,13,4,0,7,1,True
https://www.leroyseafood.com,27,www.leroyseafood.com,20,0,219,100.0,1.0,0.5229071,0.068716807,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1566,1079,1,leroyseafood,100.0,100.0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,59,2,9,164,8,15,1,True
https://www.politesi.polimi.it,29,www.politesi.polimi.it,22,0,411,100.0,0.6,0.012178,0.061250568,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,796,3118,1,poltespolm,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,7,5,21,23,3,13,1,True
https://www.serverlesschats.com,30,www.serverlesschats.com,23,0,219,100.0,1.0,0.5229071,0.063384927,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,226,680,1,serverlesschats,100.0,100.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,7,2,1,26,0,9,1,True
https://www.vinylmeplease.com,28,www.vinylmeplease.com,21,0,219,100.0,1.0,0.5229071,0.059916641,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,11433,102950,1,vinylmeplease,100.0,100.0,1,0,1,0,0,1,0,20,0,1,1,1,1,1,1,0,1,213,2,25,264,69,67,1,True
https://www.pragmaticcoders.com,30,www.pragmaticcoders.com,23,0,219,100.0,1.0,0.5229071,0.065827076,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,4541,25074,1,pragmaticders,0.0,0.0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,29,21,17,163,0,172,1,True
https://www.medellin.travel,26,www.medellin.travel,19,0,692,100.0,1.0,0.0001144,0.059746188,6,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1700,30253,1,medellin,100.0,100.0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,16,41,56,122,8,135,1,True
https://www.haystack.mit.edu,27,www.haystack.mit.edu,20,0,625,100.0,0.75,0.0115013,0.053820235,3,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,745,1926,1,haystackmit,0.0,0.0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,34,4,9,95,0,102,1,True
https://www.radioheritage.com,28,www.radioheritage.com,21,0,219,100.0,1.0,0.5229071,0.067184352,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,4926,15993,1,radioheritage,100.0,100.0,0,1,1,0,0,0,1,10,0,1,1,1,0,0,0,0,1,194,33,87,974,1,1003,1,True
https://www.walsallintelligence.org.uk,37,www.walsallintelligence.org.uk,30,0,380,100.0,0.869565217,0.028555,0.058042585,2,2,0,0,0.0,23,0.622,0,0.0,0,0,0,2,0.054,1,1318,9381,1,walsallintelligenceorg,0.0,0.0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,14,27,31,52,0,55,1,True
https://www.metalformingmagazine.com,35,www.metalformingmagazine.com,28,0,219,100.0,1.0,0.5229071,0.062013837,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,794,5427,1,metalformingmagazine,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,1,1,1,0,0,1,29,8,18,236,0,23,1,True
https://www.albanyrecords.com,28,www.albanyrecords.com,21,0,219,100.0,1.0,0.5229071,0.063319363,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,371,1746,1,albanyrerds,0.0,0.0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,3,3,55,1,55,1,True
https://www.somewhereoverthecamo.com,35,www.somewhereoverthecamo.com,28,0,219,100.0,1.0,0.5229071,0.068737097,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,5641,32068,1,somewhereoverthecamo,100.0,100.0,1,0,0,0,0,0,0,26,0,1,1,1,0,0,0,0,1,29,10,10,57,1,74,1,True
https://www.angeledenblog.com,28,www.angeledenblog.com,21,0,219,100.0,1.0,0.5229071,0.062539498,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,383,1985,1,angeledenblog,100.0,100.0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,21,2,5,43,0,54,1,True
https://www.summersidetack.ca,28,www.summersidetack.ca,21,0,950,100.0,1.0,0.0101825,0.059957027,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2217,2682,1,summersidetak,0.0,0.0,0,1,1,0,0,1,0,19,0,0,1,1,1,1,1,0,1,75,2,15,132,1,11,1,True
https://www.yulu.bike,20,www.yulu.bike,13,0,457,100.0,1.0,3.66e-05,0.031747198,4,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,876,1871,1,yulu,100.0,100.0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,59,13,16,42,1,77,1,True
https://www.tastelanghe.it,25,www.tastelanghe.it,18,0,411,100.0,1.0,0.012178,0.060305395,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,3840,29420,1,tastelanghe,100.0,100.0,0,0,1,0,0,1,0,21,0,1,1,1,0,1,1,0,1,71,10,30,45,5,32,1,True
https://www.ndc.scot.nhs.uk,26,www.ndc.scot.nhs.uk,19,0,380,100.0,0.416666667,0.028555,0.055937922,2,3,0,0,0.0,11,0.423,0,0.0,0,0,0,3,0.115,1,261,764,1,ndcscotnhs,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,6,4,49,1,11,1,True
https://www.prolongservices.com,30,www.prolongservices.com,23,0,219,100.0,1.0,0.5229071,0.064422792,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,864,454,1,prolongservices,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,20,10,18,2,9,17,1,True
https://www.cosaordino.it,24,www.cosaordino.it,17,0,411,100.0,1.0,0.012178,0.072135408,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,784,371,1,cosaordno,0.0,0.0,0,0,1,0,0,1,0,2,0,1,1,1,1,0,1,0,0,18,11,19,43,0,50,1,True
https://www.international-alert.org,34,www.international-alert.org,27,0,329,100.0,0.736842105,0.0799628,0.068245675,3,1,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,910,9381,1,international-alert,100.0,100.0,0,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,20,3,9,116,1,135,1,True
https://www.ceda.ac.uk,21,www.ceda.ac.uk,14,0,380,100.0,0.714285714,0.028555,0.065749186,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,550,503,1,cedaac,0.0,0.0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,13,7,8,25,0,13,1,True
https://www.goriverwalk.com,26,www.goriverwalk.com,19,0,219,100.0,1.0,0.5229071,0.05731138,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,759,9381,1,goriverwalk,100.0,100.0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,20,19,41,86,0,88,1,True
https://www.bergenpac.org,24,www.bergenpac.org,17,0,329,100.0,1.0,0.0799628,0.063055148,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,962,435,1,bergenpac,100.0,100.0,1,0,1,0,0,1,0,11,0,1,1,1,0,1,0,0,1,44,2,14,154,0,155,1,True
https://www.jberrynursery.com,28,www.jberrynursery.com,21,0,219,100.0,1.0,0.5229071,0.053558643,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,550,2573,1,jberrynursery,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,46,11,18,27,0,34,1,True
https://www.wildernessmag.co.nz,30,www.wildernessmag.co.nz,23,0,346,100.0,0.875,0.0019933,0.060090621,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1363,9381,1,wilderessmagco,0.0,0.0,1,1,1,0,0,1,0,2,1,1,1,0,0,0,1,0,1,51,23,27,172,1,175,1,True
https://www.mmcafe.com,21,www.mmcafe.com,14,0,219,100.0,1.0,0.5229071,0.069661599,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,591,948,1,mmcafe,100.0,100.0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,45,1,3,2,0,4,1,True
https://www.exploreveg.org,25,www.exploreveg.org,18,0,329,100.0,1.0,0.0799628,0.059023972,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,934,8047,1,expleveg,0.0,0.0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,18,3,16,40,0,39,1,True
https://www.adornbyalexandrariley.com,36,www.adornbyalexandrariley.com,29,0,219,100.0,1.0,0.5229071,0.058571694,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,5935,8674,1,adornbyalexandrariley,100.0,100.0,0,0,1,0,0,1,0,19,0,0,1,1,1,1,1,0,1,98,8,19,75,3,21,1,True
https://www.scalatest.org,24,www.scalatest.org,17,0,329,100.0,1.0,0.0799628,0.068555992,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,239,295,1,scalatest,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,15,0,2,1,True
https://www.auburn.edu,21,www.auburn.edu,14,0,625,100.0,1.0,0.0115013,0.050927118,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1168,2439,1,auburn,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,15,7,8,21,6,88,1,True
https://www.ansto.gov.au,23,www.ansto.gov.au,16,0,275,100.0,0.666666667,0.0100856,0.063914279,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,6623,13118,1,nstogov,0.0,0.0,1,0,1,0,0,1,0,8,0,1,1,1,1,0,0,0,1,67,64,105,288,0,31,1,True
